Trip_ID,City,Country,Region,Latitude,Longitude,Currency,Travel_Date,Duration_Days,No_of_Travelers,Budget_Per_Person_USD,Total_Budget_USD,Travel_Type,Airline,Accommodation_Type,Season,Transport_Mode,Visa_Type,Rating,Trip_Purpose,Distance_KM
TRIP-021861,Amman,Jordan,Middle East,31.9454,35.9284,JOD,01-03-2021,7,1,578.7,578.7,Honeymoon,Lufthansa,Camping,Spring,Motorbike,On Arrival,4,Food Tour,6722
TRIP-021862,Cartagena,Colombia,South America,10.391,-75.4794,COP,14-09-2021,20,8,2688.26,21506.08,Budget,Air India,Camping,Winter,Motorbike,Business Visa,2,Food Tour,12917.1
TRIP-021863,Bali,Indonesia,Asia,-8.3405,115.092,IDR,13-11-2023,21,2,4782.87,9565.74,Adventure,Singapore Airlines,Boutique Hotel,Winter,Car Rental,Business Visa,4,Shopping,5289.7
TRIP-021864,Riga,Latvia,Europe,56.9496,24.1052,EUR,13-10-2019,8,2,4706.73,9413.46,Solo,Singapore Airlines,Airbnb,Spring,Flight,Transit Visa,3,Food Tour,3845.5
TRIP-021865,Shanghai,China,Asia,31.2304,121.4737,CNY,02-05-2020,7,5,972.98,4864.9,Group Tour,Delta,4-Star Hotel,Autumn,Bicycle,Transit Visa,2.5,Diving,7169.6
TRIP-021866,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,16-10-2018,15,10,4356.2,43562,Group Tour,United,5-Star Hotel,Autumn,Cruise,Tourist Visa,5,Cultural,8290.9
TRIP-021867,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,11-01-2020,4,3,4981.06,14943.18,Honeymoon,Korean Air,Guest House,Summer,Bus,Business Visa,5,Wildlife Safari,14666.9
TRIP-021868,Sao Paulo,Brazil,South America,-23.5505,-46.6333,BRL,08-07-2024,28,7,4343.69,30405.83,Adventure,IndiGo,Airbnb,Spring,Walking Tour,Visa Free,3,Shopping,8563.1
TRIP-021869,Kuala Lumpur,Malaysia,Asia,3.139,101.6869,MYR,19-01-2022,3,10,2258.27,22582.7,Leisure,Cathay Pacific,3-Star Hotel,Winter,Motorbike,Visa Free,5,Photography,1931.4
TRIP-021870,Prague,Czech Republic,Europe,50.0755,14.4378,CZK,17-08-2019,29,7,6758.67,47310.69,Solo,Thai Airways,Homestay,Autumn,Bus,Visa Free,2,Skiing,11028.8
TRIP-021871,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,03-03-2021,5,6,3821.52,22929.12,Group Tour,Lufthansa,5-Star Hotel,Summer,Flight,E-Visa,5,Skiing,12831.8
TRIP-021872,Sao Paulo,Brazil,South America,-23.5505,-46.6333,BRL,09-09-2018,21,8,9887.35,79098.8,Group Tour,United,Resort,Autumn,Car Rental,Transit Visa,1.5,Skiing,14937.4
TRIP-021873,Oslo,Norway,Europe,59.9139,10.7522,NOK,26-06-2019,30,10,2349.67,23496.7,Backpacking,British Airways,3-Star Hotel,Summer,Car Rental,On Arrival,2,Beach,9247.7
TRIP-021874,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,08-02-2021,29,3,1662.07,4986.21,Leisure,Delta,Boutique Hotel,Spring,Walking Tour,Visa Free,3.5,Food Tour,1965.4
TRIP-021875,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,27-04-2022,20,4,4816.24,19264.96,Adventure,Emirates,5-Star Hotel,Summer,Walking Tour,Transit Visa,1,Photography,12044.5
TRIP-021876,Rome,Italy,Europe,41.9028,12.4964,EUR,19-02-2024,27,10,8471.85,84718.5,Backpacking,Singapore Airlines,Camping,Winter,Car Rental,Business Visa,3,Beach,9128.4
TRIP-021877,Kigali,Rwanda,Africa,-1.9441,30.0619,RWF,14-07-2024,26,9,7680.8,69127.2,Budget,United,Camping,Spring,Bus,Transit Visa,4.5,Hiking,3473.8
TRIP-021878,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,19-04-2023,12,1,2000.4,2000.4,Leisure,Qatar Airways,3-Star Hotel,Summer,Bicycle,Transit Visa,4.5,Photography,4412.2
TRIP-021879,Dhaka,Bangladesh,Asia,23.8103,90.4125,BDT,05-12-2018,19,10,7939.93,79399.3,Leisure,Turkish Airlines,Hostel,Spring,Bicycle,Transit Visa,1.5,Shopping,13886.8
TRIP-021880,Abu Dhabi,UAE,Middle East,24.4539,54.3773,AED,17-12-2024,8,9,1764.55,15880.95,Leisure,British Airways,Airbnb,Winter,Train,Visa Free,1.5,Beach,4417
TRIP-021881,Madrid,Spain,Europe,40.4168,-3.7038,EUR,28-02-2020,7,10,6052.28,60522.8,Backpacking,Cathay Pacific,Guest House,Winter,Cruise,Business Visa,4.5,Photography,7636
TRIP-021882,Vancouver,Canada,North America,49.2827,-123.1207,CAD,09-09-2023,27,8,9867.25,78938,Backpacking,Air France,Camping,Summer,Train,Visa Free,2.5,Cultural,7731.3
TRIP-021883,Riga,Latvia,Europe,56.9496,24.1052,EUR,26-11-2020,25,5,8159.36,40796.8,Solo,Korean Air,Guest House,Summer,Car Rental,Business Visa,4.5,Diving,10575.2
TRIP-021884,Taipei,Taiwan,Asia,25.033,121.5654,TWD,04-04-2021,3,10,1530.5,15305,Solo,Emirates,Resort,Winter,Train,Transit Visa,1,Food Tour,9604.6
TRIP-021885,Dubai,UAE,Middle East,25.2048,55.2708,AED,20-01-2024,29,6,7428.5,44571,Family,Cathay Pacific,Airbnb,Summer,Flight,On Arrival,1,Skiing,11234
TRIP-021886,Colombo,Sri Lanka,Asia,6.9271,79.8612,LKR,29-10-2018,22,8,5817.96,46543.68,Family,Air India,4-Star Hotel,Summer,Walking Tour,On Arrival,5,Diving,2110.7
TRIP-021887,Tallinn,Estonia,Europe,59.437,24.7536,EUR,21-02-2023,18,7,1193.87,8357.09,Leisure,ANA,Boutique Hotel,Autumn,Walking Tour,Visa Free,3,Hiking,3783.6
TRIP-021888,Athens,Greece,Europe,37.9838,23.7275,EUR,12-06-2024,13,5,8670.49,43352.45,Adventure,Emirates,4-Star Hotel,Autumn,Flight,Transit Visa,2.5,Photography,11871.8
TRIP-021889,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,30-07-2022,8,8,1484.24,11873.92,Luxury,Korean Air,4-Star Hotel,Winter,Flight,Tourist Visa,2.5,Cultural,13605.4
TRIP-021890,Paris,France,Europe,48.8566,2.3522,EUR,24-04-2018,8,10,8440.78,84407.8,Luxury,United,5-Star Hotel,Winter,Walking Tour,Transit Visa,3.5,Photography,2244.7
TRIP-021891,Bangkok,Thailand,Asia,13.7563,100.5018,THB,21-12-2018,20,5,5653.83,28269.15,Luxury,Singapore Airlines,5-Star Hotel,Autumn,Car Rental,On Arrival,3,Beach,12681.6
TRIP-021892,Lisbon,Portugal,Europe,38.7223,-9.1393,EUR,01-05-2020,5,8,871.79,6974.32,Leisure,Air India,Airbnb,Winter,Motorbike,Tourist Visa,4.5,Diving,4385.4
TRIP-021893,Tokyo,Japan,Asia,35.6762,139.6503,JPY,09-04-2019,22,9,4362.89,39266.01,Adventure,Turkish Airlines,5-Star Hotel,Winter,Bicycle,Business Visa,2,Photography,12192.3
TRIP-021894,Casablanca,Morocco,Africa,33.5731,-7.5898,MAD,12-10-2022,11,3,227.69,683.07,Adventure,Singapore Airlines,Boutique Hotel,Summer,Train,Business Visa,5,Photography,9191.2
TRIP-021895,Vancouver,Canada,North America,49.2827,-123.1207,CAD,15-08-2018,20,7,6644.44,46511.08,Leisure,Thai Airways,5-Star Hotel,Winter,Train,On Arrival,3.5,Skiing,2176.1
TRIP-021896,Kigali,Rwanda,Africa,-1.9441,30.0619,RWF,30-08-2018,27,5,1050.41,5252.05,Luxury,Turkish Airlines,Guest House,Winter,Bus,Transit Visa,4,Cultural,5320.4
TRIP-021897,Budapest,Hungary,Europe,47.4979,19.0402,HUF,02-08-2020,6,1,419.7,419.7,Budget,Turkish Airlines,Boutique Hotel,Autumn,Flight,Business Visa,3,Diving,5848.3
TRIP-021898,Miami,USA,North America,25.7617,-80.1918,USD,25-04-2022,6,10,5133.52,51335.2,Solo,Air France,Homestay,Spring,Bicycle,E-Visa,3,Shopping,4417.3
TRIP-021899,Muscat,Oman,Middle East,23.588,58.3829,OMR,23-10-2023,28,1,3272.75,3272.75,Honeymoon,Lufthansa,5-Star Hotel,Autumn,Bus,Visa Free,4.5,Wildlife Safari,5642.1
TRIP-021900,Cairo,Egypt,Africa,30.0444,31.2357,EGP,19-05-2018,27,9,2552.78,22975.02,Leisure,Singapore Airlines,Guest House,Spring,Cruise,Visa Free,2,Diving,13423.5
TRIP-021901,Oslo,Norway,Europe,59.9139,10.7522,NOK,18-08-2019,19,5,7706.88,38534.4,Leisure,ANA,4-Star Hotel,Spring,Car Rental,E-Visa,1,Wildlife Safari,1536.6
TRIP-021902,Beijing,China,Asia,39.9042,116.4074,CNY,01-03-2018,14,7,1789.55,12526.85,Business,Air India,Boutique Hotel,Autumn,Cruise,On Arrival,3.5,Food Tour,2159.4
TRIP-021903,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,05-10-2023,24,5,3658.35,18291.75,Solo,Turkish Airlines,Airbnb,Winter,Walking Tour,On Arrival,2,Hiking,14743.5
TRIP-021904,Dhaka,Bangladesh,Asia,23.8103,90.4125,BDT,07-02-2021,30,7,8555.7,59889.9,Leisure,ANA,Hostel,Winter,Car Rental,E-Visa,1,Diving,9246.3
TRIP-021905,Maldives,Maldives,Asia,3.2028,73.2207,MVR,26-07-2022,23,10,8772.88,87728.8,Business,Emirates,Guest House,Winter,Flight,Transit Visa,1.5,Cultural,1853.3
TRIP-021906,Osaka,Japan,Asia,34.6937,135.5023,JPY,12-04-2019,12,8,2854.89,22839.12,Honeymoon,Cathay Pacific,Airbnb,Summer,Car Rental,Tourist Visa,4.5,Photography,3400.9
TRIP-021907,Marrakech,Morocco,Africa,31.6295,-7.9811,MAD,17-01-2021,30,8,4975.79,39806.32,Business,Thai Airways,Resort,Autumn,Bicycle,Tourist Visa,1.5,Cultural,14714.5
TRIP-021908,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,09-02-2021,22,8,9177.9,73423.2,Family,ANA,Resort,Winter,Bus,Transit Visa,3.5,Hiking,5054.9
TRIP-021909,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,22-09-2018,14,2,3958.23,7916.46,Honeymoon,British Airways,3-Star Hotel,Winter,Walking Tour,Transit Visa,3,Hiking,7720.1
TRIP-021910,New York,USA,North America,40.7128,-74.006,USD,09-03-2018,14,2,6957.89,13915.78,Group Tour,Air France,5-Star Hotel,Spring,Car Rental,Business Visa,3.5,Diving,5054
TRIP-021911,Ho Chi Minh City,Vietnam,Asia,10.8231,106.6297,VND,30-09-2020,9,7,6211.67,43481.69,Business,Air France,4-Star Hotel,Spring,Flight,Tourist Visa,5,Beach,2031
TRIP-021912,Tel Aviv,Israel,Middle East,32.0853,34.7818,ILS,02-03-2019,13,8,5399.83,43198.64,Family,Lufthansa,3-Star Hotel,Autumn,Bus,On Arrival,1.5,Wildlife Safari,10530.6
TRIP-021913,Beijing,China,Asia,39.9042,116.4074,CNY,01-10-2021,12,1,8611.35,8611.35,Honeymoon,Air France,4-Star Hotel,Summer,Cruise,On Arrival,1.5,Sightseeing,13955
TRIP-021914,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,02-11-2018,24,4,5110.65,20442.6,Adventure,Singapore Airlines,Airbnb,Summer,Motorbike,Transit Visa,2,Shopping,12854.1
TRIP-021915,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,09-02-2019,28,4,8254.92,33019.68,Luxury,Air France,Camping,Summer,Motorbike,Visa Free,5,Food Tour,13542.3
TRIP-021916,Shanghai,China,Asia,31.2304,121.4737,CNY,24-01-2019,17,1,8138.69,8138.69,Family,ANA,Resort,Winter,Car Rental,Business Visa,3.5,Food Tour,4971.4
TRIP-021917,Maldives,Maldives,Asia,3.2028,73.2207,MVR,01-11-2021,6,3,9041.44,27124.32,Group Tour,Thai Airways,4-Star Hotel,Spring,Flight,Business Visa,2.5,Diving,5511.3
TRIP-021918,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,28-07-2019,6,3,1091.35,3274.05,Leisure,Qatar Airways,Airbnb,Autumn,Bus,E-Visa,3,Shopping,11571.6
TRIP-021919,Barcelona,Spain,Europe,41.3851,2.1734,EUR,20-09-2018,28,9,5529.22,49762.98,Family,Turkish Airlines,Guest House,Winter,Bus,E-Visa,5,Sightseeing,4859.8
TRIP-021920,Tokyo,Japan,Asia,35.6762,139.6503,JPY,06-05-2023,19,2,4500.43,9000.86,Budget,Thai Airways,Resort,Autumn,Bus,Business Visa,1,Wildlife Safari,9411.9
TRIP-021921,Santiago,Chile,South America,-33.4489,-70.6693,CLP,22-07-2019,26,6,291.59,1749.54,Family,British Airways,Homestay,Winter,Motorbike,Business Visa,4.5,Diving,9422.8
TRIP-021922,Barcelona,Spain,Europe,41.3851,2.1734,EUR,18-02-2018,4,7,4886.7,34206.9,Luxury,Turkish Airlines,Boutique Hotel,Summer,Walking Tour,Tourist Visa,2.5,Diving,2218
TRIP-021923,Hong Kong,China,Asia,22.3193,114.1694,HKD,11-01-2021,8,10,4785.49,47854.9,Luxury,ANA,4-Star Hotel,Winter,Motorbike,Visa Free,1,Food Tour,13558.4
TRIP-021924,Phuket,Thailand,Asia,7.8804,98.3923,THB,18-11-2020,2,3,2250.79,6752.37,Solo,Turkish Airlines,3-Star Hotel,Summer,Cruise,On Arrival,5,Cultural,1328.3
TRIP-021925,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,14-10-2018,8,10,2293.1,22931,Business,ANA,Camping,Winter,Walking Tour,Transit Visa,4,Photography,684.7
TRIP-021926,Bali,Indonesia,Asia,-8.3405,115.092,IDR,11-03-2023,26,1,2709.3,2709.3,Budget,Turkish Airlines,Resort,Spring,Bus,Business Visa,1,Shopping,12129.7
TRIP-021927,Phnom Penh,Cambodia,Asia,11.5564,104.9282,KHR,21-01-2018,18,8,8858.08,70864.64,Adventure,Turkish Airlines,Homestay,Autumn,Walking Tour,Visa Free,2.5,Shopping,3923.1
TRIP-021928,Istanbul,Turkey,Europe/Asia,41.0082,28.9784,TRY,09-04-2019,12,6,3807.9,22847.4,Family,Cathay Pacific,4-Star Hotel,Winter,Bicycle,Visa Free,5,Wildlife Safari,12960.1
TRIP-021929,Marrakech,Morocco,Africa,31.6295,-7.9811,MAD,04-10-2022,3,8,5091.09,40728.72,Backpacking,Air India,Camping,Autumn,Train,Business Visa,1,Diving,10312.9
TRIP-021930,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,02-03-2020,1,9,825.85,7432.65,Backpacking,Qatar Airways,5-Star Hotel,Winter,Bus,On Arrival,3.5,Food Tour,9204.1
TRIP-021931,Muscat,Oman,Middle East,23.588,58.3829,OMR,20-11-2019,24,5,5140.88,25704.4,Adventure,United,Airbnb,Winter,Motorbike,Business Visa,3,Hiking,2559.4
TRIP-021932,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,03-03-2018,24,2,5633.17,11266.34,Backpacking,Korean Air,Hostel,Summer,Bus,Visa Free,1.5,Shopping,6891.4
TRIP-021933,Doha,Qatar,Middle East,25.2854,51.531,QAR,08-05-2023,8,7,2930.54,20513.78,Honeymoon,Turkish Airlines,3-Star Hotel,Autumn,Walking Tour,Transit Visa,5,Beach,1347.8
TRIP-021934,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,26-01-2023,14,4,7393.29,29573.16,Honeymoon,Air India,Resort,Summer,Bus,Transit Visa,2.5,Beach,2061.6
TRIP-021935,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,25-05-2022,6,2,5477.2,10954.4,Leisure,Korean Air,4-Star Hotel,Spring,Motorbike,Transit Visa,5,Sightseeing,12092.8
TRIP-021936,Santiago,Chile,South America,-33.4489,-70.6693,CLP,10-01-2023,27,3,5991.68,17975.04,Business,ANA,Camping,Spring,Motorbike,E-Visa,3,Food Tour,10541.3
TRIP-021937,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,26-09-2023,2,6,7786.02,46716.12,Leisure,Air India,5-Star Hotel,Spring,Motorbike,Transit Visa,4,Photography,11934.9
TRIP-021938,Maldives,Maldives,Asia,3.2028,73.2207,MVR,20-10-2020,8,8,6512.26,52098.08,Honeymoon,ANA,Resort,Winter,Train,Transit Visa,2.5,Skiing,2162.9
TRIP-021939,Bogota,Colombia,South America,4.711,-74.0721,COP,22-10-2023,8,4,6975.54,27902.16,Family,British Airways,Camping,Summer,Cruise,Tourist Visa,2.5,Sightseeing,8739.7
TRIP-021940,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,29-09-2023,10,5,5964.94,29824.7,Family,Air France,5-Star Hotel,Winter,Walking Tour,Visa Free,3.5,Food Tour,3962.6
TRIP-021941,Amsterdam,Netherlands,Europe,52.3676,4.9041,EUR,14-07-2021,30,6,2958.75,17752.5,Group Tour,ANA,5-Star Hotel,Spring,Motorbike,E-Visa,5,Photography,8240.2
TRIP-021942,Dar es Salaam,Tanzania,Africa,-6.7924,39.2083,TZS,04-09-2018,10,3,3577.57,10732.71,Solo,Thai Airways,3-Star Hotel,Summer,Cruise,Tourist Visa,1,Diving,4486.9
TRIP-021943,Bangkok,Thailand,Asia,13.7563,100.5018,THB,06-07-2018,17,7,9327.19,65290.33,Solo,Air India,Homestay,Summer,Car Rental,Transit Visa,4,Skiing,3468.1
TRIP-021944,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,13-06-2022,11,1,6301.47,6301.47,Group Tour,Emirates,Guest House,Autumn,Train,On Arrival,5,Food Tour,11797.2
TRIP-021945,Santiago,Chile,South America,-33.4489,-70.6693,CLP,29-02-2020,14,6,2230.83,13384.98,Backpacking,Singapore Airlines,Homestay,Winter,Walking Tour,Transit Visa,4.5,Skiing,10299
TRIP-021946,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,30-05-2024,14,6,383.6,2301.6,Leisure,Korean Air,Hostel,Winter,Walking Tour,Business Visa,4.5,Skiing,5814
TRIP-021947,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,09-04-2022,24,5,7268.47,36342.35,Family,Air India,Homestay,Autumn,Cruise,Tourist Visa,3,Sightseeing,3184.4
TRIP-021948,Bogota,Colombia,South America,4.711,-74.0721,COP,10-05-2023,10,2,9397.72,18795.44,Solo,Thai Airways,4-Star Hotel,Autumn,Bicycle,On Arrival,1,Hiking,5158.2
TRIP-021949,Seoul,South Korea,Asia,37.5665,126.978,KRW,14-11-2023,20,1,7291.5,7291.5,Adventure,Singapore Airlines,Boutique Hotel,Winter,Flight,Business Visa,2.5,Skiing,6025.5
TRIP-021950,Cairo,Egypt,Africa,30.0444,31.2357,EGP,07-08-2020,18,8,6139.91,49119.28,Family,Cathay Pacific,3-Star Hotel,Autumn,Motorbike,E-Visa,2.5,Beach,526.9
TRIP-021951,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,27-10-2024,26,7,9246.28,64723.96,Honeymoon,Cathay Pacific,4-Star Hotel,Autumn,Flight,Business Visa,2,Sightseeing,13111.2
TRIP-021952,Montreal,Canada,North America,45.5017,-73.5673,CAD,05-05-2018,2,5,8796.52,43982.6,Luxury,Delta,Hostel,Autumn,Car Rental,E-Visa,2,Beach,6775.9
TRIP-021953,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,27-11-2024,8,9,9687.86,87190.74,Luxury,IndiGo,3-Star Hotel,Summer,Motorbike,Business Visa,4.5,Sightseeing,2850.5
TRIP-021954,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,31-10-2024,5,9,5598.5,50386.5,Backpacking,Turkish Airlines,Resort,Winter,Walking Tour,On Arrival,5,Food Tour,7812.8
TRIP-021955,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,03-01-2020,17,7,5337.3,37361.1,Luxury,Delta,Hostel,Winter,Cruise,On Arrival,2.5,Cultural,14497.9
TRIP-021956,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,19-10-2018,20,2,6438.85,12877.7,Backpacking,Singapore Airlines,Boutique Hotel,Spring,Bicycle,E-Visa,5,Cultural,5660.9
TRIP-021957,Tbilisi,Georgia,Europe/Asia,41.6938,44.8015,GEL,01-12-2022,23,3,8135.71,24407.13,Budget,Delta,Boutique Hotel,Winter,Bus,Transit Visa,5,Photography,2926.3
TRIP-021958,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,27-01-2024,9,9,8978.19,80803.71,Business,ANA,5-Star Hotel,Spring,Flight,On Arrival,3,Cultural,14720.8
TRIP-021959,Cusco,Peru,South America,-13.5319,-71.9675,PEN,18-11-2021,1,9,3940.08,35460.72,Honeymoon,Thai Airways,3-Star Hotel,Spring,Bicycle,On Arrival,4,Skiing,1237.4
TRIP-021960,Beijing,China,Asia,39.9042,116.4074,CNY,22-11-2023,21,9,1804.92,16244.28,Group Tour,Lufthansa,Boutique Hotel,Spring,Cruise,Tourist Visa,3,Sightseeing,7010.7
TRIP-021961,Bogota,Colombia,South America,4.711,-74.0721,COP,01-11-2021,30,2,4246.85,8493.7,Leisure,Air France,4-Star Hotel,Spring,Bus,Business Visa,3,Wildlife Safari,1574.8
TRIP-021962,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,10-07-2018,30,6,2514.91,15089.46,Family,Thai Airways,Boutique Hotel,Summer,Bus,Business Visa,3.5,Cultural,12580.9
TRIP-021963,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,05-06-2018,9,4,6024.44,24097.76,Leisure,United,3-Star Hotel,Winter,Motorbike,Transit Visa,4,Hiking,13340.8
TRIP-021964,Tokyo,Japan,Asia,35.6762,139.6503,JPY,26-07-2019,22,6,9378.37,56270.22,Group Tour,IndiGo,Airbnb,Spring,Cruise,Transit Visa,1.5,Photography,14725
TRIP-021965,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,04-02-2020,4,2,5724.45,11448.9,Family,Qatar Airways,Airbnb,Spring,Car Rental,Tourist Visa,4.5,Photography,5457.8
TRIP-021966,Manila,Philippines,Asia,14.5995,120.9842,PHP,18-09-2022,16,8,3199.6,25596.8,Luxury,Cathay Pacific,Boutique Hotel,Spring,Bicycle,E-Visa,3,Skiing,11365.7
TRIP-021967,Taipei,Taiwan,Asia,25.033,121.5654,TWD,11-04-2020,8,6,6424.51,38547.06,Business,United,Airbnb,Autumn,Train,E-Visa,4,Skiing,7834.4
TRIP-021968,Phuket,Thailand,Asia,7.8804,98.3923,THB,24-06-2021,17,1,4736.2,4736.2,Backpacking,Korean Air,Guest House,Winter,Bicycle,Tourist Visa,3.5,Skiing,4333.2
TRIP-021969,Stockholm,Sweden,Europe,59.3293,18.0686,SEK,29-05-2020,13,8,9855.9,78847.2,Family,Qatar Airways,Airbnb,Spring,Motorbike,Tourist Visa,1,Wildlife Safari,4982.8
TRIP-021970,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,09-05-2024,17,4,575.82,2303.28,Family,United,3-Star Hotel,Summer,Car Rental,Transit Visa,1.5,Shopping,12226
TRIP-021971,Kyoto,Japan,Asia,35.0116,135.7681,JPY,21-08-2023,2,2,1983.16,3966.32,Group Tour,Delta,4-Star Hotel,Summer,Flight,Transit Visa,1.5,Wildlife Safari,10524.2
TRIP-021972,Istanbul,Turkey,Europe/Asia,41.0082,28.9784,TRY,17-11-2020,25,9,6315.65,56840.85,Group Tour,Thai Airways,Hostel,Autumn,Bicycle,Transit Visa,2.5,Hiking,7029.1
TRIP-021973,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,09-11-2023,29,1,6668.55,6668.55,Family,IndiGo,Airbnb,Summer,Motorbike,Transit Visa,1.5,Beach,5805.7
TRIP-021974,Cairo,Egypt,Africa,30.0444,31.2357,EGP,08-04-2020,7,2,4294.83,8589.66,Adventure,ANA,Homestay,Spring,Car Rental,Business Visa,4,Sightseeing,3299.8
TRIP-021975,Cartagena,Colombia,South America,10.391,-75.4794,COP,04-06-2021,4,1,4992.31,4992.31,Leisure,Cathay Pacific,4-Star Hotel,Winter,Cruise,Business Visa,3.5,Skiing,4607
TRIP-021976,Tel Aviv,Israel,Middle East,32.0853,34.7818,ILS,24-08-2023,27,7,7379.35,51655.45,Leisure,Emirates,Boutique Hotel,Winter,Car Rental,On Arrival,1,Food Tour,9196
TRIP-021977,Madrid,Spain,Europe,40.4168,-3.7038,EUR,20-02-2023,19,10,4034.56,40345.6,Business,Delta,5-Star Hotel,Autumn,Flight,Tourist Visa,5,Sightseeing,14423.1
TRIP-021978,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,03-09-2019,13,8,1761.56,14092.48,Business,British Airways,Airbnb,Autumn,Train,E-Visa,3.5,Wildlife Safari,6145.4
TRIP-021979,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,10-05-2023,4,4,8644.07,34576.28,Leisure,Singapore Airlines,Airbnb,Winter,Car Rental,Transit Visa,3,Sightseeing,6123.7
TRIP-021980,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,24-01-2020,5,6,5921.56,35529.36,Leisure,United,5-Star Hotel,Autumn,Car Rental,Business Visa,1.5,Food Tour,12411.8
TRIP-021981,Tallinn,Estonia,Europe,59.437,24.7536,EUR,14-06-2018,27,8,2553.12,20424.96,Adventure,Singapore Airlines,Boutique Hotel,Winter,Walking Tour,Transit Visa,5,Sightseeing,14029.8
TRIP-021982,Salzburg,Austria,Europe,47.8095,13.055,EUR,30-10-2020,3,6,1763.27,10579.62,Luxury,Emirates,Resort,Autumn,Motorbike,On Arrival,4,Beach,8033.1
TRIP-021983,Chicago,USA,North America,41.8781,-87.6298,USD,01-01-2024,2,3,6688.22,20064.66,Solo,IndiGo,Homestay,Winter,Walking Tour,E-Visa,1,Photography,6971
TRIP-021984,Stockholm,Sweden,Europe,59.3293,18.0686,SEK,14-10-2018,3,6,2685.73,16114.38,Honeymoon,ANA,4-Star Hotel,Spring,Motorbike,E-Visa,3,Skiing,14144.9
TRIP-021985,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,24-11-2018,11,9,3278.12,29503.08,Solo,IndiGo,Resort,Autumn,Bicycle,E-Visa,1.5,Photography,4002.7
TRIP-021986,Rome,Italy,Europe,41.9028,12.4964,EUR,19-02-2022,4,2,1555.46,3110.92,Business,Delta,4-Star Hotel,Spring,Cruise,Transit Visa,2.5,Sightseeing,11890.6
TRIP-021987,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,15-07-2022,4,2,1800.07,3600.14,Honeymoon,Thai Airways,5-Star Hotel,Summer,Bus,E-Visa,3,Sightseeing,7209.1
TRIP-021988,Stockholm,Sweden,Europe,59.3293,18.0686,SEK,24-08-2021,14,2,3488.33,6976.66,Business,Emirates,Airbnb,Autumn,Car Rental,On Arrival,1.5,Food Tour,8880.3
TRIP-021989,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,18-08-2024,7,9,6688.93,60200.37,Leisure,Qatar Airways,Resort,Spring,Train,E-Visa,3.5,Shopping,8007.6
TRIP-021990,Tbilisi,Georgia,Europe/Asia,41.6938,44.8015,GEL,04-12-2023,8,1,9085.41,9085.41,Business,United,Hostel,Autumn,Cruise,Visa Free,1,Photography,13411.5
TRIP-021991,Madrid,Spain,Europe,40.4168,-3.7038,EUR,25-11-2024,19,6,6104.53,36627.18,Luxury,Lufthansa,Airbnb,Spring,Bicycle,E-Visa,2.5,Cultural,5516.4
TRIP-021992,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,26-04-2023,13,5,4223.27,21116.35,Adventure,United,4-Star Hotel,Winter,Bicycle,Business Visa,4,Photography,9444.6
